round,team_id,orders,sessions,conversion_rate,aov_net,revenue_net,gross_margin_pct,contribution_margin_pct,cac_blended,repeat_order_share,active_customers,ltv_cac_ratio,rating,nps,service_level,instock_rate,delivery_success,rto_rate,return_rate,cash_balance,runway_rounds,market_share,binding_constraint
8,team_06,2644.2911304324025,141449.911741813,0.0186941872064155,2959.024067999999,5909605.431449464,0.37869579564921224,0.12247420000209085,387.6769333219236,0.36739772302179835,18432.197496771296,2.726485637480761,4.093901602645035,82.70906731109146,1.0,1.0,0.9559,0.2214,0.08488083150794008,6014231.48236557,8.614753002536201,0.12447960467375445,under_marketing
9,team_01,3736.939151625247,199230.64986491788,0.018756848678448634,3166.1557527599994,8949949.574975407,0.41956529956541483,0.08973736578684331,770.6300075570334,0.40358652585315413,26037.332910327943,1.7904897337290453,4.131981888292253,84.30843930827463,1.0,1.0,0.9559,0.2214,0.08318923358102699,0.0,0.0,0.1944406557592842,under_marketing
9,team_02,3306.8600974967367,97957.64544120112,0.033758060257600545,2012.136366239999,4847965.487679966,0.07798767528016738,-0.18451348812184312,78.24418144447682,0.13132768449715204,15479.00411281042,0.6584456409224579,3.7836913045812857,49.337180046178105,1.0,1.0,0.9559,0.2214,0.0897464719897959,-27086407.976927582,-10.473373828266082,0.105323675918639,under_marketing
9,team_03,3271.8647520385643,161565.86139251443,0.020250965914697584,2959.024067999999,7417322.1291469885,0.3808898874523825,-0.0066518808956142995,863.8761056508365,0.36051332270724357,22645.884410113296,1.257312893942079,4.495393388768688,99.5717223282849,1.0,1.0,0.9559,0.2214,0.07171573111856415,0.0,0.0,0.16114381055305038,under_marketing
9,team_04,3378.83615456616,176315.96852294847,0.019163528878703838,2959.024067999999,7166301.838287087,0.37038538627613865,-0.01630926376582221,938.7923441945948,0.47981502903549345,24689.156992588774,0.98217617171787,4.1555248009953285,85.29724164180378,1.0,1.0,0.9559,0.2214,0.13039595283053712,0.0,0.0,0.15569031055790436,under_marketing
9,team_05,5248.648787275391,296119.06303664605,0.017724791958516523,2959.024067999999,11729217.213070601,0.37868592634800596,0.008133228564502978,751.8794426463706,0.3340683794025661,34470.00851242949,1.3914351830597258,3.9749436250868335,65.3663049716522,1.0,1.0,0.9559,0.2214,0.08488083150794008,0.0,0.0,0.2548211771862188,under_marketing
9,team_06,2648.5410609400647,140273.38261530545,0.01888128033672354,2959.024067999999,5918452.720501154,0.37867878472610067,0.12260084338837042,395.9571060303123,0.3816204360317148,19125.75065859783,2.6687986239763317,4.09538052438267,82.77118202407213,1.0,1.0,0.9559,0.2214,0.08488083150794008,5842157.3625419615,33.95140052746281,0.12858037002490333,under_marketing
10,team_01,3733.659352378716,196538.31597445434,0.018997106665267296,3166.1557527599994,9399014.278688552,0.42060414269062923,0.11102138911377928,797.9454845676798,0.4234971275014901,27167.201040536274,1.8102820822932428,4.133478865162771,84.37131233683638,1.0,1.0,0.9559,0.1476,0.08318923358102699,83264.291828271,99.0,0.19910686639876035,under_marketing
10,team_02,2563.4552666314507,74221.37370228374,0.034537965800982943,2012.136366239999,3955878.7878259327,0.08002449604841061,-0.146044368607442,51.45514917079782,0.14800063010622655,12749.670893181643,1.0293698711759764,3.765142504600764,50.174423954930006,1.0,1.0,0.9559,0.1476,0.09052589222647481,-30849723.589207232,-8.19748508165113,0.08380055673319481,under_marketing
10,team_03,3269.9832842472315,159126.33254876386,0.020549605033127707,2959.024067999999,7786746.059024935,0.38188819173469096,0.017497155608855692,886.6837497001162,0.3766039815585472,23552.82795987922,1.295286224574276,4.501474855814903,99.82714394422594,1.0,1.0,0.9559,0.1476,0.07171573111856415,0.0,0.0,0.1649528941317534,under_marketing
10,team_04,3376.3030013414736,173887.95365314544,0.019416543414365495,2959.024067999999,7547044.699003256,0.37199189252970033,0.00991044819976854,981.6507723715863,0.5021528274162363,25705.563807789393,1.0154317012866436,4.157318775214177,85.37258855899545,1.0,1.0,0.9559,0.1476,0.13039595283053712,0.0,0.0,0.15987510775434013,under_marketing
10,team_05,5241.649249813856,293541.3616075319,0.0178565951357206,2959.024067999999,12309389.510562764,0.3797653131174827,0.03160530940601057,774.9281734960243,0.3530124046538963,36144.60240426979,1.4323931471376579,3.958405430682749,63.59210073638046,1.0,1.0,0.9559,0.1476,0.08488083150794008,0.0,0.0,0.26075968181972964,under_marketing
